track_id,track_name,artist_name,year,popularity,artwork_url,album_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_url,language
2Jtma3OwLQPHbdpUMuR7dx,Dekha Jo Khwaab,Javed Ali,2022,0,https://i.scdn.co/image/ab67616d0000b2737a46ef4da7c7a01dd2642423,Dekha Jo Khwaab,0.218,0.613,255166.0,0.795,0.0,10.0,0.547,-5.184,0.0,0.0306,106.009,4.0,0.756,https://open.spotify.com/track/2Jtma3OwLQPHbdpUMuR7dx,Hindi
3RmQiNXntJ9AzkG6RislPl,Iyse Muskurake,"Javed Ali, East Coast Vijayan, Vijay Karun",2022,0,https://i.scdn.co/image/ab67616d0000b2732b470b6509c46f9c98de4b60,Iyse Muskurake,0.461,0.507,310991.0,0.529,0.0,2.0,0.289,-6.304,1.0,0.0283,134.736,3.0,0.368,https://open.spotify.com/track/3RmQiNXntJ9AzkG6RislPl,Hindi
4qPdZYqJl7ouFFQWoNO4By,"Dukh Dil Na (From ""Kundali"")","Javed Ali, Semal Nikhil, Harish Bhatt",2022,0,https://i.scdn.co/image/ab67616d0000b2732ba6cb27a677689c47cee5b7,Kundali (Original Motion Picture Soundtrack),0.77,0.464,228139.0,0.274,0.033,11.0,0.24,-16.531,1.0,0.0353,129.833,3.0,0.323,https://open.spotify.com/track/4qPdZYqJl7ouFFQWoNO4By,Hindi
0If4IfH90G9Piv1E8qrtwv,Sandhli Savera,"Javed Ali, Siddharth Sharma, Alina Rai",2022,2,https://i.scdn.co/image/ab67616d0000b2739aa3beda31445f14e1045a3b,Sandhli Savera,0.51,0.497,262957.0,0.688,3.42e-05,10.0,0.0997,-6.39,1.0,0.034,114.939,4.0,0.558,https://open.spotify.com/track/0If4IfH90G9Piv1E8qrtwv,Hindi
2s7AvvgOSBeRcAcrvAgu5I,Ellipoke Saavariya,"Javed Ali, Moushmi Neha",2022,0,https://i.scdn.co/image/ab67616d0000b2730f4b01c78ca349caebfde77f,Gandharwa,0.466,0.804,183400.0,0.872,1.35e-05,11.0,0.0819,-7.519,0.0,0.0599,105.031,4.0,0.668,https://open.spotify.com/track/2s7AvvgOSBeRcAcrvAgu5I,Hindi
39H1P6p21XoOiGWKlst7ni,Aira Gaira,"Javed Ali, TUSHAR JOSHI, Antara Mitra, Pritam",2022,0,https://i.scdn.co/image/ab67616d0000b273fcc092afc80aea10dee803d6,New Year Party Mix,0.502,0.702,288991.0,0.914,0.000258,2.0,0.0866,-6.925,1.0,0.0994,108.959,4.0,0.45,https://open.spotify.com/track/39H1P6p21XoOiGWKlst7ni,Hindi
05tPdkj4Y0AkFik19l5ooB,Yaar Rab (Sufi),Javed Ali,2022,0,https://i.scdn.co/image/ab67616d0000b2735179d3ba57fd26e32e3b84b2,Ranga (Original Motion Picture Soundtrack),0.405,0.404,257370.0,0.807,0.0,9.0,0.0997,-5.412,1.0,0.0526,164.821,3.0,0.842,https://open.spotify.com/track/05tPdkj4Y0AkFik19l5ooB,Hindi
3dFkDkPNN98nW5PKChE0yv,Pyaar Karenge,"Javed Ali, Leena Bose, Harpreet Tuteja",2022,0,https://i.scdn.co/image/ab67616d0000b273e1e9d79d24b1dc29a3ff51a6,Token - The Treasure,0.58,0.54,260024.0,0.891,0.0,7.0,0.379,-3.79,1.0,0.0491,159.117,3.0,0.764,https://open.spotify.com/track/3dFkDkPNN98nW5PKChE0yv,Hindi
5g2sWstJ2yZjVpqyTvhEeR,"Lachchimi - From ""Iltu Maredumilli Prajaneekam""",Javed Ali,2022,0,https://i.scdn.co/image/ab67616d0000b273ad3439e84899ffb1dbc252c1,"Lachchimi (From ""Iltu Maredumilli Prajaneekam"")",0.0735,0.578,215543.0,0.647,0.0,9.0,0.157,-8.353,1.0,0.11,163.802,4.0,0.658,https://open.spotify.com/track/5g2sWstJ2yZjVpqyTvhEeR,Hindi
21EXtSO6nXV2Bn8aY49ua9,Kache Elam Sathi Holam,"Javed Ali, June Banerjee",2022,1,https://i.scdn.co/image/ab67616d0000b273e930bc9a88612920a4b72003,Kache Elam Sathi Holam,0.655,0.663,256183.0,0.523,0.0,2.0,0.0765,-6.032,0.0,0.0251,103.949,4.0,0.569,https://open.spotify.com/track/21EXtSO6nXV2Bn8aY49ua9,Hindi
0o2cXKInsqdZPs2Wz0oBO4,"Ishq - From ""Cinemaa Zindabaad""","Javed Ali, Bhoomi Trivedi, Amit Sharad Trivedi",2022,1,https://i.scdn.co/image/ab67616d0000b27370127c27e7d554611450b8a7,"Ishq (From ""Cinemaa Zindabaad"")",0.572,0.443,207880.0,0.65,0.00155,11.0,0.153,-6.337,1.0,0.0458,179.955,4.0,0.339,https://open.spotify.com/track/0o2cXKInsqdZPs2Wz0oBO4,Hindi
3s3ghk64Ssm6CINDrXDQiV,Aisi Laagi Lagan,Javed Ali,2022,2,https://i.scdn.co/image/ab67616d0000b27319e8c5d5bef677523a80d4b3,Aisi Laagi Lagan,0.299,0.586,302421.0,0.618,1.29e-06,9.0,0.572,-9.444,1.0,0.0479,90.047,4.0,0.57,https://open.spotify.com/track/3s3ghk64Ssm6CINDrXDQiV,Hindi
2rgNHr7Yvm6N8uIt6Al0Ym,Priye Tamaro Prem No,Javed Ali,2022,0,https://i.scdn.co/image/ab67616d0000b273d7699ab7c88ca8f971211f91,Pyar Mohabbat Etc - Valentine's Gujarati Playlist,0.652,0.494,339147.0,0.283,0.201,2.0,0.166,-14.713,0.0,0.0398,91.861,4.0,0.0911,https://open.spotify.com/track/2rgNHr7Yvm6N8uIt6Al0Ym,Hindi
4bOCuaYgDlSiXE1PouvbpO,Mere Swami Mere Data,Javed Ali,2022,0,https://i.scdn.co/image/ab67616d0000b27322d2b15f9c87e0a6c98e55b5,Samarth Dhun,0.52,0.471,389308.0,0.652,0.0,4.0,0.0954,-7.465,1.0,0.0438,84.881,4.0,0.533,https://open.spotify.com/track/4bOCuaYgDlSiXE1PouvbpO,Hindi
2TLqYDofWa7PArX4jDnjJf,Inthandhanga (Lofi),"Javed Ali, G. V. Prakash, Shashaa Tirupati, DJ Harshit Shah, DJ MHD IND",2022,0,https://i.scdn.co/image/ab67616d0000b2730c26fd713ffe3738eb4bc827,Telugu Lofi Love Mixes,0.508,0.598,215704.0,0.904,0.0027,9.0,0.303,-3.93,1.0,0.0782,158.038,4.0,0.674,https://open.spotify.com/track/2TLqYDofWa7PArX4jDnjJf,Telugu
48a6WIBDc8SgIPxHJuE7Bc,Dil Ki Awaaz,"Javed Ali, Shoma Banerjee",2022,0,https://i.scdn.co/image/ab67616d0000b2737e9dc27be676f55bc424f18b,Zindagi Hindi Pop,0.192,0.74,287195.0,0.553,0.00292,7.0,0.0893,-7.497,0.0,0.0498,83.992,4.0,0.623,https://open.spotify.com/track/48a6WIBDc8SgIPxHJuE7Bc,Hindi
7oXrnwj24cSl8OChRK5sRR,Dhiki Dhiki Dhiki Agun Jole,Javed Ali,2022,0,https://i.scdn.co/image/ab67616d0000b273f40689bd8bc841228e566d9a,Dhiki Dhiki Dhiki Agun Jole - Single,0.66,0.68,284369.0,0.378,0.0,5.0,0.0834,-12.835,1.0,0.0791,114.064,3.0,0.832,https://open.spotify.com/track/7oXrnwj24cSl8OChRK5sRR,Hindi
0EMFL39kLtJ9wxi0dvzoUa,"Dukh Dil Na (From ""Kundali"")","Javed Ali, Semal Nikhil, Harish Bhatt",2022,0,https://i.scdn.co/image/ab67616d0000b27305f55e7939171bd4ecf46109,"Dukh Dil Na (From ""Kundali"")",0.77,0.464,228139.0,0.274,0.033,11.0,0.24,-16.531,1.0,0.0353,129.833,3.0,0.323,https://open.spotify.com/track/0EMFL39kLtJ9wxi0dvzoUa,Hindi
2fEx0vJLdYzZg2SRw6Ilwu,Ishq Ki Panah Mein,Javed Ali,2022,0,https://i.scdn.co/image/ab67616d0000b27322d2b15f9c87e0a6c98e55b5,Samarth Dhun,0.363,0.494,420349.0,0.465,0.0,2.0,0.162,-4.598,1.0,0.0281,120.101,1.0,0.265,https://open.spotify.com/track/2fEx0vJLdYzZg2SRw6Ilwu,Hindi
47OZ2g4Z9T4vC8c40ZQ1ht,Sadiyon Ki Bandagi,Javed Ali,2022,0,https://i.scdn.co/image/ab67616d0000b27322d2b15f9c87e0a6c98e55b5,Samarth Dhun,0.679,0.552,322837.0,0.777,0.0,4.0,0.103,-4.536,1.0,0.044,109.999,4.0,0.682,https://open.spotify.com/track/47OZ2g4Z9T4vC8c40ZQ1ht,Hindi
4aFb37JF1x3EeD60fJ3rtM,Qurban Madine Walariyan,Javed Ali Javed,2022,0,https://i.scdn.co/image/ab67616d0000b273614ed167260dcbde569f45ca,Qurban Madine Walariyan,0.17,0.626,275592.0,0.841,3.07e-06,8.0,0.377,-5.544,1.0,0.0506,81.983,4.0,0.754,https://open.spotify.com/track/4aFb37JF1x3EeD60fJ3rtM,Hindi
3ApbvopcaVTqAY2Vzn6hvD,Paratun Ye Na,"Javed Ali, Shreya Ghoshal",2022,0,https://i.scdn.co/image/ab67616d0000b273b0034391cffcbd1d71708ae7,Best of Marathi Superhit Songs,0.768,0.275,190708.0,0.339,1e-05,5.0,0.12,-10.501,1.0,0.0437,179.12,4.0,0.255,https://open.spotify.com/track/3ApbvopcaVTqAY2Vzn6hvD,Hindi
3dY2WAidERa2G9IcKPS96M,Rang De Chunariya,Javed Ali,2022,0,https://i.scdn.co/image/ab67616d0000b2730b41f4cd1674eedc9ab51a4a,Krishna Janmashtami 2022 Special,0.727,0.527,246691.0,0.59,0.000125,3.0,0.142,-9.423,0.0,0.253,163.924,4.0,0.46,https://open.spotify.com/track/3dY2WAidERa2G9IcKPS96M,Hindi
53bwrS4oRpBd4c6Ndd0nHf,Ami Tor,"Javed Ali, Antara Mitra",2022,0,https://i.scdn.co/image/ab67616d0000b2739eecf615f1649f8a7fbe85d2,Raavan,0.544,0.636,211092.0,0.851,2.24e-06,7.0,0.0672,-4.777,1.0,0.0549,89.92,4.0,0.772,https://open.spotify.com/track/53bwrS4oRpBd4c6Ndd0nHf,Hindi
6wfCy1hlKXIXJ2oiKuhdD1,Ab Jo Teri Khushi,"Javed Ali, Sadhana Sargam",2022,0,https://i.scdn.co/image/ab67616d0000b273bbe5f6706713c7646c05d29a,Kartoot,0.661,0.462,110097.0,0.712,6.5e-06,7.0,0.29,-3.744,0.0,0.0407,83.093,4.0,0.658,https://open.spotify.com/track/6wfCy1hlKXIXJ2oiKuhdD1,Hindi
0n7jJam8wdhoJ4IWt3ZUXU,Gori Sun Le,"Javed Ali, Sunidhi Chauhan",2022,0,https://i.scdn.co/image/ab67616d0000b2735a7db5bdf275f7a3fe852fbd,Pyar Mohabbat Etc - Valentine's Rajasthani Playlist,0.145,0.794,257750.0,0.88,5.57e-06,8.0,0.0563,-5.148,1.0,0.12,99.967,4.0,0.727,https://open.spotify.com/track/0n7jJam8wdhoJ4IWt3ZUXU,Hindi
5xjfFhqPyDRRMMMltIgvWX,"Deva Deva - From ""Rashtra""",Javed Ali,2022,0,https://i.scdn.co/image/ab67616d0000b27340f8088bc33135bfdae7b10b,Rashtra (Original Motion Picture Soundtrack),0.471,0.441,429954.0,0.914,0.0,7.0,0.224,-3.873,1.0,0.146,108.871,4.0,0.599,https://open.spotify.com/track/5xjfFhqPyDRRMMMltIgvWX,Hindi
0iofzZqNIctNkU3C1p0g4l,Guppedantha,Javed Ali,2022,1,https://i.scdn.co/image/ab67616d0000b273114128c55f4667649e326180,Leharaayi (Original Motion Picture Soundtrack),0.408,0.748,262331.0,0.695,2.41e-06,2.0,0.18,-8.823,1.0,0.0766,139.97,4.0,0.883,https://open.spotify.com/track/0iofzZqNIctNkU3C1p0g4l,Hindi
2QQrNeDEcVCetIzAqvcEND,Haider Mola Ali Ali,Muhammad Javed Ali Qadri,2022,0,https://i.scdn.co/image/ab67616d0000b273e04ed043b97f9bfd99c66e5d,Haider Mola Ali Ali,0.67,0.54,353111.0,0.521,0.0,10.0,0.361,-6.505,1.0,0.0297,112.097,4.0,0.547,https://open.spotify.com/track/2QQrNeDEcVCetIzAqvcEND,Hindi
469IIjbNTm8ORgd9CzDhiM,Zamana Janta He Ali Ki Shaan,"Javed Rehmani, Junaid Hussaini",2022,0,https://i.scdn.co/image/ab67616d0000b2735ece3b5e1a02f002536f82ce,Zamana Janta He Ali Ki Shaan,0.531,0.514,439641.0,0.646,0.0,11.0,0.14,-9.594,1.0,0.0464,160.09,4.0,0.783,https://open.spotify.com/track/469IIjbNTm8ORgd9CzDhiM,Unknown
5nDJKMf3qqzfwGv4M3Hlyi,Ya Ali Tere Sadqe Jawan - Live Qawwali,"Javed Bashir, Akbar Ali, Junaid Bashir, Jamshaid Bashir",2022,0,https://i.scdn.co/image/ab67616d0000b273d95f28a7d518c1759c570bc8,Qawwali Collection (Live),0.293,0.505,398161.0,0.621,0.0,5.0,0.14,-9.637,1.0,0.064,79.114,4.0,0.832,https://open.spotify.com/track/5nDJKMf3qqzfwGv4M3Hlyi,Unknown
38hEyovsvDTvMfWLqWbfqc,Sandal Ye Sandal Tajulwara Ka,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2734b85b6f3d37183e5a7ccb616,Waliyon Ka Tu Sultan Hai Tajuddin,0.312,0.686,487001.0,0.855,0.0,1.0,0.0849,-6.56,1.0,0.0495,104.999,3.0,0.865,https://open.spotify.com/track/38hEyovsvDTvMfWLqWbfqc,Unknown
22feCoSf4u3sVWC3UisoQC,Tajwale Ka Janamdin Kya Kehna,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b273f8b0a829083ea9350b5e5985,Taj Ka Daman Nahi Chodhege,0.0237,0.618,494040.0,0.975,0.0,1.0,0.264,-0.643,0.0,0.128,112.544,4.0,0.609,https://open.spotify.com/track/22feCoSf4u3sVWC3UisoQC,Unknown
3Tn3aOrNl376nZ0T3ckPmS,Waliyon Ka Tu Sultan Hai Tajuddin,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2734b85b6f3d37183e5a7ccb616,Waliyon Ka Tu Sultan Hai Tajuddin,0.509,0.756,653166.0,0.835,0.0,1.0,0.136,-5.944,1.0,0.0528,160.008,1.0,0.964,https://open.spotify.com/track/3Tn3aOrNl376nZ0T3ckPmS,Unknown
7AzmSGAXwUGZqnbzHCKk3H,Ya Fareed Haq Fareed,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2736a1d7132d3664751fb539018,Taj Piya Ye To Tera Karam Hai,0.0923,0.657,518040.0,0.97,0.0,6.0,0.353,-0.912,1.0,0.0661,106.979,4.0,0.826,https://open.spotify.com/track/7AzmSGAXwUGZqnbzHCKk3H,Unknown
0U3f2cNUJLklGERRWaTiKY,Karam Ki Ek Nazar Ho Taj Piya,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2734b85b6f3d37183e5a7ccb616,Waliyon Ka Tu Sultan Hai Tajuddin,0.234,0.528,471092.0,0.823,0.0,10.0,0.297,-6.532,1.0,0.126,137.942,4.0,0.702,https://open.spotify.com/track/0U3f2cNUJLklGERRWaTiKY,Unknown
2f7eI3i44Sl1XevKReHgKF,Taj Piya Ki Jai Jaikaar,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b27378d8d0286d02e4468ce9c457,Tajuddin Shahenshah Sandal Tera,0.556,0.83,414015.0,0.922,0.0,7.0,0.376,-5.208,1.0,0.0618,121.959,4.0,0.602,https://open.spotify.com/track/2f7eI3i44Sl1XevKReHgKF,Unknown
3YVMVD6yewjtJ4KgO1GNAX,Jame Ishq E Tajuddin,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2736a1d7132d3664751fb539018,Taj Piya Ye To Tera Karam Hai,0.692,0.518,650040.0,0.785,0.0,6.0,0.275,-2.031,1.0,0.0324,144.751,1.0,0.565,https://open.spotify.com/track/3YVMVD6yewjtJ4KgO1GNAX,Unknown
2JybVAGQJeVeHszMTMzL0a,Tajul Auliya Ki Dhoom Hai,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b27378d8d0286d02e4468ce9c457,Tajuddin Shahenshah Sandal Tera,0.334,0.778,535798.0,0.908,0.0,10.0,0.0972,-6.753,0.0,0.0586,115.01,4.0,0.767,https://open.spotify.com/track/2JybVAGQJeVeHszMTMzL0a,Unknown
0dEZEg2dFhSvbsi68QXmrJ,Taj Ka Daman Nahi Chodhege,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b273f8b0a829083ea9350b5e5985,Taj Ka Daman Nahi Chodhege,0.306,0.477,347040.0,0.992,0.0,5.0,0.563,0.406,0.0,0.245,139.835,4.0,0.481,https://open.spotify.com/track/0dEZEg2dFhSvbsi68QXmrJ,Unknown
3gZYSSQVWqPD7p0dKPUXUz,Mohabbat Tajwale Ki,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b27378d8d0286d02e4468ce9c457,Tajuddin Shahenshah Sandal Tera,0.584,0.634,638198.0,0.791,0.0,5.0,0.396,-6.736,0.0,0.298,89.893,4.0,0.763,https://open.spotify.com/track/3gZYSSQVWqPD7p0dKPUXUz,Unknown
0Xf04SIuMMCyid7t9jzKQ6,Ye Mere Tajwale Ka Sandal Hai,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2734b85b6f3d37183e5a7ccb616,Waliyon Ka Tu Sultan Hai Tajuddin,0.248,0.68,613799.0,0.907,3.94e-06,11.0,0.648,-7.149,1.0,0.121,101.288,3.0,0.845,https://open.spotify.com/track/0Xf04SIuMMCyid7t9jzKQ6,Unknown
1UFYx9mwOFmSLF7kIoMk1I,Mere Sarkar Tajuddin,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b273f8b0a829083ea9350b5e5985,Taj Ka Daman Nahi Chodhege,0.502,0.681,544032.0,0.838,0.0,1.0,0.124,-2.117,0.0,0.0571,149.948,3.0,0.771,https://open.spotify.com/track/1UFYx9mwOFmSLF7kIoMk1I,Unknown
0SFXLtDeqXlTODnLwISCvy,Mere Peer Lajawab Ghouse Azam Dastageer,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2737adb1e477f57f1e1ceafa834,Mere Peer Lajawab Ghouse Azam Dastageer,0.213,0.812,788852.0,0.869,0.0,8.0,0.26,-3.938,1.0,0.0382,117.493,4.0,0.958,https://open.spotify.com/track/0SFXLtDeqXlTODnLwISCvy,Unknown
62oiOzAAGc6U9CBQfcO8hn,Taj Ka Shahi Sandal Uthega,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b273c28e976e58eb5e9031983ff0,Taj Ka Shahi Sandal Uthega,0.274,0.39,683207.0,0.982,7.19e-05,7.0,0.251,-3.026,1.0,0.218,81.443,3.0,0.707,https://open.spotify.com/track/62oiOzAAGc6U9CBQfcO8hn,Unknown
4iyJGuJHEE9pz2FA46PXW4,Meri Zindagi Tumhi Ho Tajuddin Baba,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2734b85b6f3d37183e5a7ccb616,Waliyon Ka Tu Sultan Hai Tajuddin,0.431,0.813,656431.0,0.834,0.0,5.0,0.274,-6.452,0.0,0.0654,120.034,4.0,0.915,https://open.spotify.com/track/4iyJGuJHEE9pz2FA46PXW4,Unknown
7hssp0QSDBtKPAeWw31Gyg,Khoob Naame Mohammad,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2737adb1e477f57f1e1ceafa834,Mere Peer Lajawab Ghouse Azam Dastageer,0.124,0.694,420212.0,0.923,0.0,10.0,0.3,-4.107,0.0,0.104,91.993,4.0,0.788,https://open.spotify.com/track/7hssp0QSDBtKPAeWw31Gyg,Unknown
3uZoYwQwlHTrHLittcovFa,Mere Mehboob Hai Tajuddin,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b27378d8d0286d02e4468ce9c457,Tajuddin Shahenshah Sandal Tera,0.364,0.709,775471.0,0.809,0.0,0.0,0.616,-6.165,1.0,0.0806,87.45,4.0,0.788,https://open.spotify.com/track/3uZoYwQwlHTrHLittcovFa,Unknown
6SKfht3wyeM93fI1IZGpee,Sara Daromadar Tumhi Se Hai Tajulwara,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2734b85b6f3d37183e5a7ccb616,Waliyon Ka Tu Sultan Hai Tajuddin,0.581,0.477,712620.0,0.817,0.0,5.0,0.366,-6.062,0.0,0.124,93.752,3.0,0.833,https://open.spotify.com/track/6SKfht3wyeM93fI1IZGpee,Unknown
7KHtyDS400akcNt2todrQS,Khwaja Kholo Karam Ka Darwaza,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b273c28e976e58eb5e9031983ff0,Taj Ka Shahi Sandal Uthega,0.357,0.643,925440.0,0.905,1.46e-05,1.0,0.0976,-4.47,1.0,0.141,95.961,4.0,0.914,https://open.spotify.com/track/7KHtyDS400akcNt2todrQS,Unknown
2gZ5WylB5G7NYflI47e2bq,Ye Taj Ki Chadar,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b27378d8d0286d02e4468ce9c457,Tajuddin Shahenshah Sandal Tera,0.722,0.792,668264.0,0.883,0.0,7.0,0.314,-5.566,1.0,0.128,150.157,1.0,0.786,https://open.spotify.com/track/2gZ5WylB5G7NYflI47e2bq,Unknown
6Zs1SXJOhlwoVnVBLtMuxK,Ya Ghous Ya Ghous,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b273c28e976e58eb5e9031983ff0,Taj Ka Shahi Sandal Uthega,0.696,0.571,452885.0,0.87,4.62e-05,11.0,0.674,-4.371,1.0,0.103,98.688,3.0,0.767,https://open.spotify.com/track/6Zs1SXJOhlwoVnVBLtMuxK,Unknown
44Gbk7by7MPARRkLL4S7NR,Baba Tajuddin Moula Tajuddin,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b273adef1a5318119a15c74c9350,Baba Tajuddin Moula Tajuddin,0.335,0.675,519941.0,0.88,0.0,1.0,0.124,-6.063,1.0,0.0557,99.031,4.0,0.699,https://open.spotify.com/track/44Gbk7by7MPARRkLL4S7NR,Unknown
2dOx9oEWk5Pm0mxKd60Y5N,Dhoom Machi Hai Aamad Ki,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b273ba14938172c310dfadf30d5f,Dhoom Machi Hai Aamad Ki,0.176,0.723,609907.0,0.861,0.0,7.0,0.69,-6.235,1.0,0.0609,99.949,4.0,0.802,https://open.spotify.com/track/2dOx9oEWk5Pm0mxKd60Y5N,Unknown
6pd6wy7xRDnaY7rOwLu9jK,Aaya Taj Piya Ka Janamdin,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2736a1d7132d3664751fb539018,Taj Piya Ye To Tera Karam Hai,0.426,0.686,378024.0,0.957,0.0,3.0,0.0708,-1.248,0.0,0.0799,102.509,4.0,0.835,https://open.spotify.com/track/6pd6wy7xRDnaY7rOwLu9jK,Unknown
4UexzWI8HOJUaiY1hpbCl0,Kyu Aankh Milayi Jati Hai,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b273f8b0a829083ea9350b5e5985,Taj Ka Daman Nahi Chodhege,0.511,0.542,455040.0,0.857,0.0,3.0,0.115,-1.014,0.0,0.0601,180.08,4.0,0.856,https://open.spotify.com/track/4UexzWI8HOJUaiY1hpbCl0,Unknown
2DDxZUbQnf2fDBZNhxh7q6,Tajuddin Shahenshah Sandal Tera,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b27378d8d0286d02e4468ce9c457,Tajuddin Shahenshah Sandal Tera,0.177,0.747,344947.0,0.893,0.0,11.0,0.233,-9.186,0.0,0.0898,102.02,4.0,0.397,https://open.spotify.com/track/2DDxZUbQnf2fDBZNhxh7q6,Unknown
2zq7kRhLnfjzKjjo5ntMT1,Taj Piya Meri Jannat,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b273f8b0a829083ea9350b5e5985,Taj Ka Daman Nahi Chodhege,0.0848,0.438,646032.0,0.923,0.0,1.0,0.354,-0.517,0.0,0.0765,184.773,4.0,0.663,https://open.spotify.com/track/2zq7kRhLnfjzKjjo5ntMT1,Unknown
4H44JPaCtDuV0A2FGcStPG,Tajwale Ka Sandal Aaya,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b273f8b0a829083ea9350b5e5985,Taj Ka Daman Nahi Chodhege,0.105,0.594,599040.0,0.991,0.0,7.0,0.573,-0.079,1.0,0.23,93.79,3.0,0.397,https://open.spotify.com/track/4H44JPaCtDuV0A2FGcStPG,Unknown
5qujD7a1UmRWQVzewGB0gC,Taj Piya Ye To Tera Karam Hai,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2736a1d7132d3664751fb539018,Taj Piya Ye To Tera Karam Hai,0.326,0.648,674040.0,0.961,0.0,3.0,0.246,-1.139,0.0,0.142,105.001,4.0,0.64,https://open.spotify.com/track/5qujD7a1UmRWQVzewGB0gC,Unknown
5N3Kb4fCxImt5vf6EzDJzn,Mere Baba Tajuddin,Ali Javed Warsi,2022,0,https://i.scdn.co/image/ab67616d0000b2736a1d7132d3664751fb539018,Taj Piya Ye To Tera Karam Hai,0.547,0.635,562032.0,0.828,0.0,3.0,0.39,-2.261,1.0,0.0299,140.012,3.0,0.824,https://open.spotify.com/track/5N3Kb4fCxImt5vf6EzDJzn,Unknown
0LbVZnY6wVyw1jqFcMLZ69,Aa Dehn Khushi Jo Aa,Javed Ali Soomro,2022,0,https://i.scdn.co/image/ab67616d0000b27314a7eca396b617390ee81f18,Aa Dehn Khushi Jo Aa,0.267,0.64,253022.0,0.933,0.0,6.0,0.455,-6.683,1.0,0.0915,136.007,4.0,0.932,https://open.spotify.com/track/0LbVZnY6wVyw1jqFcMLZ69,Hindi
2AlBx8M9MPyFixliN3CK8L,Beli Dildar,Javed Ali Shirazi,2022,0,https://i.scdn.co/image/ab67616d0000b2739f06b16a3005ef239b333f3c,Beli Dildar,0.401,0.737,341043.0,0.96,0.0286,0.0,0.092,-7.238,0.0,0.0399,101.999,4.0,0.926,https://open.spotify.com/track/2AlBx8M9MPyFixliN3CK8L,Hindi
0JCf5ROxQvFXehr9tNogIi,Tasveeran Teriyan,Javed Ali Shirazi,2022,0,https://i.scdn.co/image/ab67616d0000b273dfabbf5882028faea262e463,Tasveeran Teriyan,0.764,0.774,360696.0,0.945,0.000609,6.0,0.277,-6.713,1.0,0.0525,96.014,4.0,0.938,https://open.spotify.com/track/0JCf5ROxQvFXehr9tNogIi,Hindi
4ZkGBuXTEDWr6e3uTDhGzA,Tu Hukam Taan Kar,Javed Ali Shirazi,2022,0,https://i.scdn.co/image/ab67616d0000b273dfabbf5882028faea262e463,Tasveeran Teriyan,0.678,0.521,394736.0,0.875,0.0,3.0,0.0607,-5.253,0.0,0.498,185.889,3.0,0.546,https://open.spotify.com/track/4ZkGBuXTEDWr6e3uTDhGzA,Hindi
08YfJhGZPrcR8ByF1P57EL,Gora Mukhra,Javed Ali Desi Munda,2022,0,https://i.scdn.co/image/ab67616d0000b273e33e3c91910ec84eef59d26e,Gora Mukhra,0.196,0.686,253548.0,0.954,0.0,10.0,0.0938,-4.449,0.0,0.0678,124.037,4.0,0.924,https://open.spotify.com/track/08YfJhGZPrcR8ByF1P57EL,Hindi
